348	0	1	1	1	20	0	0	1	1	4	128	
349	0	1	1	1	59	0	1	1	3	11	129	
350	0	1	1	1	19	0	2	1	1	3	130	
351	0	1	1	1	60	0	3	1	3	12	131	
352	0	1	1	1	18	0	4	1	1	2	132	
353	0	1	1	1	61	0	5	1	3	13	133	
354	0	1	1	1	17	0	6	1	1	1	134	
355	0	1	1	1	62	0	7	1	3	14	135	
356	0	1	1	1	16	0	8	1	1	0	136	
357	0	1	1	1	63	0	9	1	3	15	137	
358	0	1	1	1	4	0	10	1	0	4	138	
359	0	1	1	1	43	0	11	1	2	11	139	
360	0	1	1	1	3	0	12	1	0	3	140	
361	0	1	1	1	44	0	13	1	2	12	141	
362	0	1	1	1	2	0	14	1	0	2	142	
363	0	1	1	1	45	0	15	1	2	13	143	
364	0	1	1	1	1	0	16	1	0	1	144	
365	0	1	1	1	46	0	17	1	2	14	145	
366	0	1	1	1	0	0	18	1	0	0	146	
367	0	1	1	1	47	0	19	1	2	15	147	
368	0	1	1	1	68	0	20	1	4	4	148	
369	0	1	1	1	107	0	21	1	6	11	149	
370	0	1	1	1	67	0	22	1	4	3	150	
371	0	1	1	1	108	0	23	1	6	12	151	
372	0	1	1	1	66	0	24	1	4	2	152	
373	0	1	1	1	109	0	25	1	6	13	153	
374	0	1	1	1	65	0	26	1	4	1	154	
375	0	1	1	1	110	0	27	1	6	14	155	
376	0	1	1	1	64	0	28	1	4	0	156	
377	0	1	1	1	111	0	29	1	6	15	157	
378	0	1	1	1	84	0	30	1	5	4	158	
379	0	1	1	1	123	0	31	1	7	11	159	
380	0	1	1	1	83	0	32	1	5	3	160	
381	0	1	1	1	124	0	33	1	7	12	161	
382	0	1	1	1	82	0	34	1	5	2	162	
383	0	1	1	1	125	0	35	1	7	13	163	
384	0	1	1	1	81	0	36	1	5	1	164	
385	0	1	1	1	126	0	37	1	7	14	165	
386	0	1	1	1	80	0	38	1	5	0	166	
387	0	1	1	1	127	0	39	1	7	15	167	
1547	0	1	1	1	25	1	0	1	1	9	168	
1546	0	1	1	1	54	1	1	1	3	6	169	
1545	0	1	1	1	24	1	2	1	1	8	170	
1544	0	1	1	1	55	1	3	1	3	7	171	
1543	0	1	1	1	23	1	4	1	1	7	172	
1542	0	1	1	1	56	1	5	1	3	8	173	
1541	0	1	1	1	22	1	6	1	1	6	174	
